DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,hour,day_of_week,month,is_weekend,is_weekday,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_12,lag_24,price_roll_mean_3,price_roll_std_3,price_roll_mean_6,price_roll_std_6,price_roll_mean_12,price_roll_std_12,price_roll_mean_24,price_roll_std_24
2025-08-13 19:30:00,300.1716129032258,2.0,19,2,8,0,1,568.5664516129033,104.57967741935484,126.22419354838709,-11.420322580645161,-45.814516129032256,-54.42645161290323,-20.562391304347823,3.9470967741935485,324.43924731182796,232.94338414403595,173.7178494623656,228.64921140633643,107.32353942652331,176.00354651468854,79.70086362396759,126.52934486476087
2025-08-13 20:00:00,244.02064516129033,2.0,20,2,8,0,1,300.1716129032258,568.5664516129033,104.57967741935484,126.22419354838709,-11.420322580645161,-45.814516129032256,22.239677419354837,36.0441935483871,370.91956989247313,173.45446141551457,222.02370967741933,202.0641463189001,125.80528673835126,177.89109732465215,88.36654910783857,130.46994570106358
2025-08-13 20:30:00,290.9283870967742,2.0,20,2,8,0,1,244.02064516129033,300.1716129032258,568.5664516129033,104.57967741935484,126.22419354838709,-11.420322580645161,98.0716129032258,74.13225806451612,278.3735483870968,30.107320967805823,272.4151612903226,166.8325772367957,141.87668458781363,183.77225808113045,97.3997211508493,136.79335116925182
2025-08-13 21:00:00,252.57096774193548,2.0,21,2,8,0,1,290.9283870967742,244.02064516129033,300.1716129032258,568.5664516129033,104.57967741935484,126.22419354838709,132.7635483870968,33.236451612903224,262.50666666666666,24.982446801978142,293.4729569892473,152.0045739755441,151.86063620071687,186.46683712867755,106.53865932289231,139.61786158367542
2025-08-13 21:30:00,348.48258064516125,2.0,21,2,8,0,1,252.57096774193548,290.9283870967742,244.02064516129033,300.1716129032258,568.5664516129033,104.57967741935484,71.93032258064517,36.25451612903226,297.327311827957,48.27493190788631,334.12344086021506,120.7953386036615,174.90665770609317,192.6765069303035,119.54816201106435,147.12867123995773
2025-08-13 22:00:00,365.581935483871,2.0,22,2,8,0,1,348.48258064516125,252.57096774193548,290.9283870967742,244.02064516129033,300.1716129032258,568.5664516129033,-25.00333333333333,44.69903225806452,322.2118279569892,60.91374264149685,300.292688172043,49.22715057847272,207.4554301075269,188.78717829432395,132.91828297880627,154.4298684152236
2025-08-13 22:30:00,155.08516129032256,2.0,22,2,8,0,1,365.581935483871,348.48258064516125,252.57096774193548,290.9283870967742,244.02064516129033,300.1716129032258,-54.42645161290323,57.44096774193549,289.7165591397849,116.9072578976609,276.1116129032258,77.06286598268427,224.9147311827957,171.2385853729372,136.98679104332243,153.6391476863184
2025-08-13 23:00:00,156.04645161290324,2.0,23,2,8,0,1,155.08516129032256,365.581935483871,348.48258064516125,252.57096774193548,290.9283870967742,244.02064516129033,-45.814516129032256,68.04709677419355,225.57118279569895,121.25382126350681,261.44924731182795,91.42136459708767,241.7364784946237,150.93708644669374,140.65343082826868,152.9709612142275
2025-08-13 23:30:00,211.67483870967743,2.0,23,2,8,0,1,156.04645161290324,155.08516129032256,365.581935483871,348.48258064516125,252.57096774193548,290.9283870967742,-11.420322580645161,64.77645161290323,174.26881720430106,32.398130400018694,248.24032258064517,92.03363237195119,260.32774193548386,129.07705945574133,146.77419695730092,152.74164577609403
2025-08-14 00:00:00,208.99129032258065,2.0,0,3,8,0,1,211.67483870967743,156.04645161290324,155.08516129032256,365.581935483871,348.48258064516125,252.57096774193548,126.22419354838709,78.77709677419355,192.23752688172044,31.371098240600322,240.9770430107527,93.33396820332499,267.225,123.34377811762977,152.1997883551504,152.53383234349988
2025-08-14 00:30:00,135.3490322580645,2.0,0,3,8,0,1,208.99129032258065,211.67483870967743,156.04645161290324,155.08516129032256,365.581935483871,348.48258064516125,104.57967741935484,66.7258064516129,185.3383870967742,43.31283938833063,205.45478494623657,84.36231294647006,269.78911290322577,119.92779547953235,155.0590894304192,151.50162033160538
2025-08-14 01:00:00,164.72193548387096,2.0,1,3,8,0,1,135.3490322580645,208.99129032258065,211.67483870967743,156.04645161290324,155.08516129032256,365.581935483871,568.5664516129033,85.36677419354838,169.6874193548387,37.07138472953047,171.97811827956988,31.23887529264016,236.13540322580647,77.68806212153508,158.36555448418264,150.77870465404342
2025-08-14 01:30:00,122.2816129032258,2.0,1,3,8,0,1,164.72193548387096,135.3490322580645,208.99129032258065,211.67483870967743,156.04645161290324,155.08516129032256,300.1716129032258,-20.562391304347823,140.7841935483871,21.73593749706266,166.51086021505378,37.106230835432385,221.31123655913981,81.24864383250225,164.31738799283156,146.15710222366613
2025-08-14 02:00:00,116.92032258064516,2.0,2,3,8,0,1,122.2816129032258,164.72193548387096,135.3490322580645,208.99129032258065,211.67483870967743,156.04645161290324,244.02064516129033,22.239677419354837,134.64129032258063,26.188160845511632,159.98983870967743,42.376732013446784,210.7195430107527,86.15540999546826,168.26241487455198,143.40737875582576
2025-08-14 02:30:00,106.73419354838708,2.0,2,3,8,0,1,116.92032258064516,122.2816129032258,164.72193548387096,135.3490322580645,208.99129032258065,211.67483870967743,290.9283870967742,98.0716129032258,115.31204301075269,7.8974986248845225,142.49973118279567,38.23176278810962,195.37002688172046,86.9704776842062,168.62335573476705,143.23383149304007
2025-08-14 03:00:00,76.11129032258064,2.0,3,3,8,0,1,106.73419354838708,116.92032258064516,122.2816129032258,164.72193548387096,135.3490322580645,208.99129032258065,252.57096774193548,132.7635483870968,99.92193548387097,21.240278327111536,120.35306451612904,29.501820302400148,180.66505376344085,91.23315170598784,166.26284498207886,144.3132506699821
2025-08-14 03:30:00,98.08161290322582,2.0,3,3,8,0,1,76.11129032258064,106.73419354838708,116.92032258064516,122.2816129032258,164.72193548387096,135.3490322580645,348.48258064516125,71.93032258064517,93.64236559139783,15.786726640314313,114.14182795698925,29.635953693588853,159.79830645161292,76.86506259637626,167.35248207885306,143.66730733745246
2025-08-14 04:00:00,65.31526315789473,1.8157894736842106,4,3,8,0,1,98.08161290322582,76.11129032258064,106.73419354838708,116.92032258064516,122.2816129032258,164.72193548387096,365.581935483871,-25.00333333333333,79.83605546123374,16.69771916795796,97.5740492359932,22.672393604578563,134.77608375778155,46.76578029954033,171.11575693265422,139.53303024325427
