DATETIME,DUID,PERIODID,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED
2025/08/14 01:00:00,STWF1,71.0,425.58,2.0
2025/08/14 01:30:00,STWF1,72.0,315.93,2.0
2025/08/14 02:00:00,STWF1,73.0,302.08,2.0
2025/08/14 02:30:00,STWF1,74.0,275.76,2.0
2025/08/14 03:00:00,STWF1,75.0,196.65,2.0
2025/08/14 03:30:00,STWF1,76.0,253.4,2.0
2025/08/14 04:00:00,STWF1,77.0,206.87,2.0
2025/08/12 14:00:00,SUNRSF1,1.0,15.35,2.0
2025/08/12 14:30:00,SUNRSF1,2.0,10.43,2.0
2025/08/12 15:00:00,SUNRSF1,3.0,1.41,2.0
2025/08/12 16:00:00,SUNRSF1,5.0,41.43,2.0
2025/08/12 16:30:00,SUNRSF1,6.0,44.84,2.0
2025/08/12 17:00:00,SUNRSF1,7.0,58.84,2.0
2025/08/12 17:30:00,SUNRSF1,8.0,17.06,2.0
2025/08/12 18:00:00,SUNRSF1,9.0,57.37,2.0
2025/08/12 18:30:00,SUNRSF1,10.0,2.15,2.0
2025/08/12 19:00:00,SUNRSF1,11.0,60.82,2.0
2025/08/12 19:30:00,SUNRSF1,12.0,0.71,2.0
2025/08/12 21:00:00,SUNRSF1,15.0,9.6,2.0
2025/08/12 21:30:00,SUNRSF1,16.0,50.36,2.0
2025/08/12 22:00:00,SUNRSF1,17.0,28.17,2.0
2025/08/12 22:30:00,SUNRSF1,18.0,25.1,2.0
2025/08/12 23:00:00,SUNRSF1,19.0,28.21,2.0
2025/08/12 23:30:00,SUNRSF1,20.0,26.39,2.0
2025/08/13 00:00:00,SUNRSF1,21.0,5.42,2.0
2025/08/13 00:30:00,SUNRSF1,22.0,49.49,2.0
2025/08/13 01:00:00,SUNRSF1,23.0,59.93,2.0
2025/08/13 01:30:00,SUNRSF1,24.0,45.64,2.0
2025/08/13 02:00:00,SUNRSF1,25.0,33.78,2.0
2025/08/13 02:30:00,SUNRSF1,26.0,45.58,2.0
2025/08/13 03:00:00,SUNRSF1,27.0,36.1,2.0
2025/08/13 03:30:00,SUNRSF1,28.0,51.05,2.0
2025/08/13 04:00:00,SUNRSF1,29.0,46.44,2.0
2025/08/13 04:30:00,SUNRSF1,30.0,108.17,2.0
2025/08/13 05:00:00,SUNRSF1,31.0,91.62,2.0
2025/08/13 05:30:00,SUNRSF1,32.0,117.22,2.0
2025/08/13 06:00:00,SUNRSF1,33.0,130.3,2.0
2025/08/13 08:30:00,SUNRSF1,38.0,30.54,2.0
2025/08/13 09:00:00,SUNRSF1,39.0,134.66,2.0
2025/08/13 09:30:00,SUNRSF1,40.0,182.3,2.0
2025/08/13 10:00:00,SUNRSF1,41.0,98.77,2.0
2025/08/13 10:30:00,SUNRSF1,42.0,-131.16,2.0
2025/08/13 11:00:00,SUNRSF1,43.0,-120.47,2.0
2025/08/13 11:30:00,SUNRSF1,44.0,-101.41,2.0
2025/08/13 12:00:00,SUNRSF1,45.0,-25.28,2.0
2025/08/13 18:00:00,SUNRSF1,57.0,173.32,2.0
2025/08/13 18:30:00,SUNRSF1,58.0,143.6,2.0
2025/08/13 19:00:00,SUNRSF1,59.0,780.71,2.0
2025/08/13 19:30:00,SUNRSF1,60.0,412.17,2.0
2025/08/13 20:00:00,SUNRSF1,61.0,335.07,2.0
2025/08/13 20:30:00,SUNRSF1,62.0,399.48,2.0
2025/08/13 21:00:00,SUNRSF1,63.0,346.81,2.0
2025/08/13 21:30:00,SUNRSF1,64.0,478.51,2.0
2025/08/13 22:00:00,SUNRSF1,65.0,501.99,2.0
2025/08/13 22:30:00,SUNRSF1,66.0,212.95,2.0
2025/08/13 23:00:00,SUNRSF1,67.0,214.27,2.0
2025/08/13 23:30:00,SUNRSF1,68.0,290.65,2.0
2025/08/14 00:00:00,SUNRSF1,69.0,286.97,2.0
2025/08/14 00:30:00,SUNRSF1,70.0,185.85,2.0
2025/08/14 01:00:00,SUNRSF1,71.0,226.18,2.0
2025/08/14 01:30:00,SUNRSF1,72.0,167.91,2.0
2025/08/14 02:00:00,SUNRSF1,73.0,160.55,2.0
2025/08/14 02:30:00,SUNRSF1,74.0,146.56,2.0
2025/08/14 03:00:00,SUNRSF1,75.0,104.51,2.0
2025/08/14 03:30:00,SUNRSF1,76.0,134.68,2.0
2025/08/14 04:00:00,SUNRSF1,77.0,109.94,2.0
2025/08/12 14:00:00,SUNTPSF1,1.0,-211.1,1.0
2025/08/12 14:30:00,SUNTPSF1,2.0,-12.34,1.0
2025/08/12 15:00:00,SUNTPSF1,3.0,-12.34,1.0
2025/08/12 15:30:00,SUNTPSF1,4.0,-14.05,1.0
2025/08/12 14:00:00,TARALGA1,1.0,4.77,2.0
2025/08/12 14:30:00,TARALGA1,2.0,3.24,2.0
2025/08/12 15:00:00,TARALGA1,3.0,0.44,2.0
2025/08/12 16:00:00,TARALGA1,5.0,12.87,2.0
2025/08/12 16:30:00,TARALGA1,6.0,13.92,2.0
2025/08/12 17:00:00,TARALGA1,7.0,18.27,2.0
2025/08/12 17:30:00,TARALGA1,8.0,5.3,2.0
2025/08/12 18:00:00,TARALGA1,9.0,17.81,2.0
2025/08/12 18:30:00,TARALGA1,10.0,0.67,2.0
2025/08/12 19:00:00,TARALGA1,11.0,18.89,2.0
2025/08/12 19:30:00,TARALGA1,12.0,0.22,2.0
2025/08/12 21:00:00,TARALGA1,15.0,2.98,2.0
2025/08/12 21:30:00,TARALGA1,16.0,15.64,2.0
2025/08/12 22:00:00,TARALGA1,17.0,8.75,2.0
2025/08/12 22:30:00,TARALGA1,18.0,7.79,2.0
2025/08/12 23:00:00,TARALGA1,19.0,8.76,2.0
2025/08/12 23:30:00,TARALGA1,20.0,8.2,2.0
2025/08/13 00:00:00,TARALGA1,21.0,1.68,2.0
2025/08/13 00:30:00,TARALGA1,22.0,15.37,2.0
2025/08/13 01:00:00,TARALGA1,23.0,18.61,2.0
2025/08/13 01:30:00,TARALGA1,24.0,14.17,2.0
2025/08/13 02:00:00,TARALGA1,25.0,10.49,2.0
2025/08/13 02:30:00,TARALGA1,26.0,14.15,2.0
2025/08/13 03:00:00,TARALGA1,27.0,11.21,2.0
2025/08/13 03:30:00,TARALGA1,28.0,15.85,2.0
2025/08/13 04:00:00,TARALGA1,29.0,14.42,2.0
2025/08/13 04:30:00,TARALGA1,30.0,33.59,2.0
2025/08/13 05:00:00,TARALGA1,31.0,28.45,2.0
2025/08/13 05:30:00,TARALGA1,32.0,36.4,2.0
2025/08/13 06:00:00,TARALGA1,33.0,40.46,2.0
2025/08/13 08:30:00,TARALGA1,38.0,9.48,2.0
2025/08/13 09:00:00,TARALGA1,39.0,41.82,2.0
2025/08/13 09:30:00,TARALGA1,40.0,56.61,2.0
2025/08/13 10:00:00,TARALGA1,41.0,30.67,2.0
2025/08/13 10:30:00,TARALGA1,42.0,20.35,2.0
2025/08/13 18:00:00,TARALGA1,57.0,53.82,2.0
2025/08/13 18:30:00,TARALGA1,58.0,44.59,2.0
2025/08/13 19:00:00,TARALGA1,59.0,242.43,2.0
2025/08/13 19:30:00,TARALGA1,60.0,127.99,2.0
2025/08/13 20:00:00,TARALGA1,61.0,104.05,2.0
2025/08/13 20:30:00,TARALGA1,62.0,124.05,2.0
2025/08/13 21:00:00,TARALGA1,63.0,107.69,2.0
2025/08/13 21:30:00,TARALGA1,64.0,148.59,2.0
2025/08/13 22:00:00,TARALGA1,65.0,155.88,2.0
2025/08/13 22:30:00,TARALGA1,66.0,66.13,2.0
2025/08/13 23:00:00,TARALGA1,67.0,66.54,2.0
2025/08/13 23:30:00,TARALGA1,68.0,90.26,2.0
2025/08/14 00:00:00,TARALGA1,69.0,89.11,2.0
2025/08/14 00:30:00,TARALGA1,70.0,57.71,2.0
2025/08/14 01:00:00,TARALGA1,71.0,70.24,2.0
2025/08/14 01:30:00,TARALGA1,72.0,52.14,2.0
2025/08/14 02:00:00,TARALGA1,73.0,49.85,2.0
2025/08/14 02:30:00,TARALGA1,74.0,45.51,2.0
2025/08/14 03:00:00,TARALGA1,75.0,32.45,2.0
2025/08/14 03:30:00,TARALGA1,76.0,41.82,2.0
2025/08/14 04:00:00,TARALGA1,77.0,34.14,2.0
2025/08/12 15:30:00,TRIBUTE,4.0,-20.71,1.0
2025/08/13 06:00:00,TRIBUTE,33.0,-341.05,1.0
2025/08/14 04:00:00,TRIBUTE,77.0,-0.02,1.0
2025/08/12 14:00:00,TUMUT3,1.0,15.76,2.0
2025/08/12 14:30:00,TUMUT3,2.0,10.71,2.0
2025/08/12 15:00:00,TUMUT3,3.0,1.44,2.0
2025/08/12 16:00:00,TUMUT3,5.0,42.52,2.0
2025/08/12 16:30:00,TUMUT3,6.0,46.02,2.0
2025/08/12 17:00:00,TUMUT3,7.0,60.39,2.0
2025/08/12 17:30:00,TUMUT3,8.0,17.51,2.0
2025/08/12 18:00:00,TUMUT3,9.0,58.88,2.0
2025/08/12 18:30:00,TUMUT3,10.0,2.21,2.0
2025/08/12 19:00:00,TUMUT3,11.0,62.42,2.0
2025/08/12 19:30:00,TUMUT3,12.0,0.73,2.0
2025/08/12 21:00:00,TUMUT3,15.0,9.86,2.0
2025/08/12 21:30:00,TUMUT3,16.0,51.69,2.0
2025/08/12 22:00:00,TUMUT3,17.0,28.91,2.0
2025/08/12 22:30:00,TUMUT3,18.0,25.76,2.0
2025/08/12 23:00:00,TUMUT3,19.0,28.95,2.0
2025/08/12 23:30:00,TUMUT3,20.0,27.09,2.0
2025/08/13 00:00:00,TUMUT3,21.0,5.57,2.0
2025/08/13 00:30:00,TUMUT3,22.0,50.8,2.0
2025/08/13 01:00:00,TUMUT3,23.0,61.51,2.0
2025/08/13 01:30:00,TUMUT3,24.0,46.84,2.0
2025/08/13 02:00:00,TUMUT3,25.0,34.67,2.0
2025/08/13 02:30:00,TUMUT3,26.0,46.78,2.0
2025/08/13 03:00:00,TUMUT3,27.0,37.05,2.0
2025/08/13 03:30:00,TUMUT3,28.0,52.4,2.0
2025/08/13 04:00:00,TUMUT3,29.0,47.66,2.0
2025/08/13 04:30:00,TUMUT3,30.0,111.02,2.0
2025/08/13 05:00:00,TUMUT3,31.0,94.03,2.0
2025/08/13 05:30:00,TUMUT3,32.0,120.3,2.0
2025/08/13 06:00:00,TUMUT3,33.0,133.73,2.0
2025/08/13 08:30:00,TUMUT3,38.0,31.34,2.0
2025/08/13 09:00:00,TUMUT3,39.0,138.21,2.0
2025/08/13 09:30:00,TUMUT3,40.0,187.09,2.0
2025/08/13 10:00:00,TUMUT3,41.0,101.37,2.0
2025/08/13 10:30:00,TUMUT3,42.0,67.27,2.0
2025/08/13 18:00:00,TUMUT3,57.0,177.88,2.0
2025/08/13 18:30:00,TUMUT3,58.0,147.38,2.0
2025/08/13 19:00:00,TUMUT3,59.0,801.25,2.0
2025/08/13 19:30:00,TUMUT3,60.0,423.02,2.0
2025/08/13 20:00:00,TUMUT3,61.0,343.89,2.0
2025/08/13 20:30:00,TUMUT3,62.0,409.99,2.0
2025/08/13 21:00:00,TUMUT3,63.0,355.94,2.0
2025/08/13 21:30:00,TUMUT3,64.0,491.1,2.0
2025/08/13 22:00:00,TUMUT3,65.0,515.2,2.0
2025/08/13 22:30:00,TUMUT3,66.0,218.55,2.0
2025/08/13 23:00:00,TUMUT3,67.0,219.91,2.0
2025/08/13 23:30:00,TUMUT3,68.0,298.3,2.0
2025/08/14 00:00:00,TUMUT3,69.0,294.52,2.0
2025/08/14 00:30:00,TUMUT3,70.0,190.74,2.0
2025/08/14 01:00:00,TUMUT3,71.0,232.14,2.0
2025/08/14 01:30:00,TUMUT3,72.0,172.32,2.0
2025/08/14 02:00:00,TUMUT3,73.0,164.77,2.0
2025/08/14 02:30:00,TUMUT3,74.0,150.41,2.0
2025/08/14 03:00:00,TUMUT3,75.0,107.26,2.0
2025/08/14 03:30:00,TUMUT3,76.0,138.22,2.0
2025/08/14 04:00:00,TUMUT3,77.0,112.84,2.0
2025/08/13 06:00:00,TVCC201,33.0,-78.88,1.0
2025/08/12 14:00:00,UPPTUMUT,1.0,24.16,2.0
2025/08/12 14:30:00,UPPTUMUT,2.0,16.41,2.0
2025/08/12 15:00:00,UPPTUMUT,3.0,2.21,2.0
2025/08/12 16:00:00,UPPTUMUT,5.0,65.2,2.0
2025/08/12 16:30:00,UPPTUMUT,6.0,70.56,2.0
2025/08/12 17:00:00,UPPTUMUT,7.0,92.6,2.0
2025/08/12 17:30:00,UPPTUMUT,8.0,26.85,2.0
2025/08/12 18:00:00,UPPTUMUT,9.0,90.28,2.0
2025/08/12 18:30:00,UPPTUMUT,10.0,3.38,2.0
2025/08/12 19:00:00,UPPTUMUT,11.0,95.71,2.0
2025/08/12 19:30:00,UPPTUMUT,12.0,1.11,2.0
2025/08/12 21:00:00,UPPTUMUT,15.0,15.11,2.0
2025/08/12 21:30:00,UPPTUMUT,16.0,79.26,2.0
2025/08/12 22:00:00,UPPTUMUT,17.0,44.33,2.0
2025/08/12 22:30:00,UPPTUMUT,18.0,39.49,2.0
2025/08/12 23:00:00,UPPTUMUT,19.0,44.39,2.0
2025/08/12 23:30:00,UPPTUMUT,20.0,41.53,2.0
2025/08/13 00:00:00,UPPTUMUT,21.0,8.53,2.0
2025/08/13 00:30:00,UPPTUMUT,22.0,77.89,2.0
2025/08/13 01:00:00,UPPTUMUT,23.0,94.31,2.0
2025/08/13 01:30:00,UPPTUMUT,24.0,71.82,2.0
2025/08/13 02:00:00,UPPTUMUT,25.0,53.16,2.0
2025/08/13 02:30:00,UPPTUMUT,26.0,71.73,2.0
2025/08/13 03:00:00,UPPTUMUT,27.0,56.81,2.0
2025/08/13 03:30:00,UPPTUMUT,28.0,80.34,2.0
2025/08/13 04:00:00,UPPTUMUT,29.0,73.08,2.0
2025/08/13 04:30:00,UPPTUMUT,30.0,170.22,2.0
2025/08/13 05:00:00,UPPTUMUT,31.0,144.19,2.0
2025/08/13 05:30:00,UPPTUMUT,32.0,184.46,2.0
2025/08/13 06:00:00,UPPTUMUT,33.0,205.05,2.0
2025/08/13 08:30:00,UPPTUMUT,38.0,48.05,2.0
2025/08/13 09:00:00,UPPTUMUT,39.0,211.92,2.0
2025/08/13 09:30:00,UPPTUMUT,40.0,286.88,2.0
2025/08/13 10:00:00,UPPTUMUT,41.0,155.43,2.0
2025/08/13 10:30:00,UPPTUMUT,42.0,103.15,2.0
2025/08/13 18:00:00,UPPTUMUT,57.0,272.76,2.0
2025/08/13 18:30:00,UPPTUMUT,58.0,225.99,2.0
2025/08/13 19:00:00,UPPTUMUT,59.0,1228.59,2.0
2025/08/13 19:30:00,UPPTUMUT,60.0,648.63,2.0
2025/08/13 20:00:00,UPPTUMUT,61.0,527.29,2.0
2025/08/13 20:30:00,UPPTUMUT,62.0,628.65,2.0
2025/08/13 21:00:00,UPPTUMUT,63.0,545.77,2.0
2025/08/13 21:30:00,UPPTUMUT,64.0,753.02,2.0
2025/08/13 22:00:00,UPPTUMUT,65.0,789.97,2.0
2025/08/13 22:30:00,UPPTUMUT,66.0,335.12,2.0
2025/08/13 23:00:00,UPPTUMUT,67.0,337.19,2.0
2025/08/13 23:30:00,UPPTUMUT,68.0,457.4,2.0
2025/08/14 00:00:00,UPPTUMUT,69.0,451.6,2.0
2025/08/14 00:30:00,UPPTUMUT,70.0,292.47,2.0
2025/08/14 01:00:00,UPPTUMUT,71.0,355.94,2.0
2025/08/14 01:30:00,UPPTUMUT,72.0,264.23,2.0
2025/08/14 02:00:00,UPPTUMUT,73.0,252.65,2.0
2025/08/14 02:30:00,UPPTUMUT,74.0,230.63,2.0
2025/08/14 03:00:00,UPPTUMUT,75.0,164.47,2.0
2025/08/14 03:30:00,UPPTUMUT,76.0,211.94,2.0
2025/08/14 04:00:00,UPPTUMUT,77.0,173.02,2.0
2025/08/12 14:00:00,URANQ11,1.0,25.29,2.0
2025/08/12 14:30:00,URANQ11,2.0,18.25,2.0
2025/08/12 15:00:00,URANQ11,3.0,6.59,2.0
2025/08/12 15:30:00,URANQ11,4.0,5.33,1.0
2025/08/12 16:00:00,URANQ11,5.0,53.54,2.0
2025/08/12 16:30:00,URANQ11,6.0,57.93,2.0
2025/08/12 17:00:00,URANQ11,7.0,76.03,2.0
2025/08/12 17:30:00,URANQ11,8.0,22.05,2.0
2025/08/12 18:00:00,URANQ11,9.0,74.12,2.0
2025/08/12 18:30:00,URANQ11,10.0,2.78,2.0
2025/08/12 19:00:00,URANQ11,11.0,78.59,2.0
2025/08/12 19:30:00,URANQ11,12.0,0.91,2.0
2025/08/12 21:00:00,URANQ11,15.0,12.41,2.0
2025/08/12 21:30:00,URANQ11,16.0,65.08,2.0
2025/08/12 22:00:00,URANQ11,17.0,36.4,2.0
2025/08/12 22:30:00,URANQ11,18.0,32.43,2.0
2025/08/12 23:00:00,URANQ11,19.0,36.44,2.0
2025/08/12 23:30:00,URANQ11,20.0,34.1,2.0
2025/08/13 00:00:00,URANQ11,21.0,7.01,2.0
2025/08/13 00:30:00,URANQ11,22.0,63.95,2.0
2025/08/13 01:00:00,URANQ11,23.0,77.44,2.0
2025/08/13 01:30:00,URANQ11,24.0,58.97,2.0
2025/08/13 02:00:00,URANQ11,25.0,43.64,2.0
2025/08/13 02:30:00,URANQ11,26.0,58.89,2.0
2025/08/13 03:00:00,URANQ11,27.0,46.65,2.0
2025/08/13 03:30:00,URANQ11,28.0,65.97,2.0
2025/08/13 04:00:00,URANQ11,29.0,60.0,2.0
2025/08/13 04:30:00,URANQ11,30.0,139.77,2.0
2025/08/13 05:00:00,URANQ11,31.0,118.39,2.0
2025/08/13 05:30:00,URANQ11,32.0,151.46,2.0
2025/08/13 06:00:00,URANQ11,33.0,168.36,2.0
2025/08/13 08:30:00,URANQ11,38.0,39.46,2.0
2025/08/13 09:00:00,URANQ11,39.0,174.0,2.0
2025/08/13 09:30:00,URANQ11,40.0,235.55,2.0
2025/08/13 10:00:00,URANQ11,41.0,127.62,2.0
2025/08/13 10:30:00,URANQ11,42.0,84.69,2.0
2025/08/13 18:00:00,URANQ11,57.0,223.95,2.0
2025/08/13 18:30:00,URANQ11,58.0,185.55,2.0
2025/08/13 19:00:00,URANQ11,59.0,1008.76,2.0
2025/08/13 19:30:00,URANQ11,60.0,532.57,2.0
2025/08/13 20:00:00,URANQ11,61.0,432.94,2.0
2025/08/13 20:30:00,URANQ11,62.0,516.17,2.0
2025/08/13 21:00:00,URANQ11,63.0,448.12,2.0
2025/08/13 21:30:00,URANQ11,64.0,618.28,2.0
2025/08/13 22:00:00,URANQ11,65.0,648.62,2.0
2025/08/13 22:30:00,URANQ11,66.0,275.15,2.0
2025/08/13 23:00:00,URANQ11,67.0,276.86,2.0
2025/08/13 23:30:00,URANQ11,68.0,375.56,2.0
2025/08/14 00:00:00,URANQ11,69.0,370.8,2.0
2025/08/14 00:30:00,URANQ11,70.0,240.14,2.0
2025/08/14 01:00:00,URANQ11,71.0,292.25,2.0
2025/08/14 01:30:00,URANQ11,72.0,216.95,2.0
2025/08/14 02:00:00,URANQ11,73.0,207.44,2.0
2025/08/14 02:30:00,URANQ11,74.0,189.37,2.0
2025/08/14 03:00:00,URANQ11,75.0,135.04,2.0
2025/08/14 03:30:00,URANQ11,76.0,174.02,2.0
2025/08/14 04:00:00,URANQ11,77.0,142.06,2.0
2025/08/12 14:00:00,URANQ12,1.0,25.29,2.0
2025/08/12 14:30:00,URANQ12,2.0,18.25,2.0
2025/08/12 15:00:00,URANQ12,3.0,6.59,2.0
2025/08/12 15:30:00,URANQ12,4.0,5.33,1.0
2025/08/12 16:00:00,URANQ12,5.0,53.54,2.0
2025/08/12 16:30:00,URANQ12,6.0,57.93,2.0
2025/08/12 17:00:00,URANQ12,7.0,76.03,2.0
2025/08/12 17:30:00,URANQ12,8.0,22.05,2.0
2025/08/12 18:00:00,URANQ12,9.0,74.12,2.0
2025/08/12 18:30:00,URANQ12,10.0,2.78,2.0
2025/08/12 19:00:00,URANQ12,11.0,78.59,2.0
2025/08/12 19:30:00,URANQ12,12.0,0.91,2.0
2025/08/12 21:00:00,URANQ12,15.0,12.41,2.0
2025/08/12 21:30:00,URANQ12,16.0,65.08,2.0
2025/08/12 22:00:00,URANQ12,17.0,36.4,2.0
2025/08/12 22:30:00,URANQ12,18.0,32.43,2.0
2025/08/12 23:00:00,URANQ12,19.0,36.44,2.0
2025/08/12 23:30:00,URANQ12,20.0,34.1,2.0
2025/08/13 00:00:00,URANQ12,21.0,7.01,2.0
2025/08/13 00:30:00,URANQ12,22.0,63.95,2.0
2025/08/13 01:00:00,URANQ12,23.0,77.44,2.0
2025/08/13 01:30:00,URANQ12,24.0,58.97,2.0
2025/08/13 02:00:00,URANQ12,25.0,43.64,2.0
2025/08/13 02:30:00,URANQ12,26.0,58.89,2.0
2025/08/13 03:00:00,URANQ12,27.0,46.65,2.0
2025/08/13 03:30:00,URANQ12,28.0,65.97,2.0
2025/08/13 04:00:00,URANQ12,29.0,60.0,2.0
2025/08/13 04:30:00,URANQ12,30.0,139.77,2.0
2025/08/13 05:00:00,URANQ12,31.0,118.39,2.0
2025/08/13 05:30:00,URANQ12,32.0,151.46,2.0
2025/08/13 06:00:00,URANQ12,33.0,168.36,2.0
2025/08/13 08:30:00,URANQ12,38.0,39.46,2.0
2025/08/13 09:00:00,URANQ12,39.0,174.0,2.0
2025/08/13 09:30:00,URANQ12,40.0,235.55,2.0
2025/08/13 10:00:00,URANQ12,41.0,127.62,2.0
2025/08/13 10:30:00,URANQ12,42.0,84.69,2.0
2025/08/13 18:00:00,URANQ12,57.0,223.95,2.0
2025/08/13 18:30:00,URANQ12,58.0,185.55,2.0
2025/08/13 19:00:00,URANQ12,59.0,1008.76,2.0
2025/08/13 19:30:00,URANQ12,60.0,532.57,2.0
2025/08/13 20:00:00,URANQ12,61.0,432.94,2.0
2025/08/13 20:30:00,URANQ12,62.0,516.17,2.0
2025/08/13 21:00:00,URANQ12,63.0,448.12,2.0
2025/08/13 21:30:00,URANQ12,64.0,618.28,2.0
2025/08/13 22:00:00,URANQ12,65.0,648.62,2.0
2025/08/13 22:30:00,URANQ12,66.0,275.15,2.0
2025/08/13 23:00:00,URANQ12,67.0,276.86,2.0
2025/08/13 23:30:00,URANQ12,68.0,375.56,2.0
2025/08/14 00:00:00,URANQ12,69.0,370.8,2.0
2025/08/14 00:30:00,URANQ12,70.0,240.14,2.0
2025/08/14 01:00:00,URANQ12,71.0,292.25,2.0
2025/08/14 01:30:00,URANQ12,72.0,216.95,2.0
2025/08/14 02:00:00,URANQ12,73.0,207.44,2.0
2025/08/14 02:30:00,URANQ12,74.0,189.37,2.0
2025/08/14 03:00:00,URANQ12,75.0,135.04,2.0
2025/08/14 03:30:00,URANQ12,76.0,174.02,2.0
2025/08/14 04:00:00,URANQ12,77.0,142.06,2.0
2025/08/12 14:00:00,URANQ13,1.0,25.29,2.0
2025/08/12 14:30:00,URANQ13,2.0,18.25,2.0
2025/08/12 15:00:00,URANQ13,3.0,6.59,2.0
2025/08/12 15:30:00,URANQ13,4.0,5.33,1.0
2025/08/12 16:00:00,URANQ13,5.0,53.54,2.0
2025/08/12 16:30:00,URANQ13,6.0,57.93,2.0
2025/08/12 17:00:00,URANQ13,7.0,76.03,2.0
2025/08/12 17:30:00,URANQ13,8.0,22.05,2.0
2025/08/12 18:00:00,URANQ13,9.0,74.12,2.0
2025/08/12 18:30:00,URANQ13,10.0,2.78,2.0
2025/08/12 19:00:00,URANQ13,11.0,78.59,2.0
2025/08/12 19:30:00,URANQ13,12.0,0.91,2.0
2025/08/12 21:00:00,URANQ13,15.0,12.41,2.0
2025/08/12 21:30:00,URANQ13,16.0,65.08,2.0
2025/08/12 22:00:00,URANQ13,17.0,36.4,2.0
2025/08/12 22:30:00,URANQ13,18.0,32.43,2.0
2025/08/12 23:00:00,URANQ13,19.0,36.44,2.0
2025/08/12 23:30:00,URANQ13,20.0,34.1,2.0
2025/08/13 00:00:00,URANQ13,21.0,7.01,2.0
2025/08/13 00:30:00,URANQ13,22.0,63.95,2.0
2025/08/13 01:00:00,URANQ13,23.0,77.44,2.0
2025/08/13 01:30:00,URANQ13,24.0,58.97,2.0
2025/08/13 02:00:00,URANQ13,25.0,43.64,2.0
2025/08/13 02:30:00,URANQ13,26.0,58.89,2.0
2025/08/13 03:00:00,URANQ13,27.0,46.65,2.0
2025/08/13 03:30:00,URANQ13,28.0,65.97,2.0
2025/08/13 04:00:00,URANQ13,29.0,60.0,2.0
2025/08/13 04:30:00,URANQ13,30.0,139.77,2.0
2025/08/13 05:00:00,URANQ13,31.0,118.39,2.0
2025/08/13 05:30:00,URANQ13,32.0,151.46,2.0
2025/08/13 06:00:00,URANQ13,33.0,168.36,2.0
2025/08/13 08:30:00,URANQ13,38.0,39.46,2.0
2025/08/13 09:00:00,URANQ13,39.0,174.0,2.0
2025/08/13 09:30:00,URANQ13,40.0,235.55,2.0
2025/08/13 10:00:00,URANQ13,41.0,127.62,2.0
2025/08/13 10:30:00,URANQ13,42.0,84.69,2.0
2025/08/13 18:00:00,URANQ13,57.0,223.95,2.0
2025/08/13 18:30:00,URANQ13,58.0,185.55,2.0
2025/08/13 19:00:00,URANQ13,59.0,1008.76,2.0
2025/08/13 19:30:00,URANQ13,60.0,532.57,2.0
2025/08/13 20:00:00,URANQ13,61.0,432.94,2.0
2025/08/13 20:30:00,URANQ13,62.0,516.17,2.0
2025/08/13 21:00:00,URANQ13,63.0,448.12,2.0
2025/08/13 21:30:00,URANQ13,64.0,618.28,2.0
2025/08/13 22:00:00,URANQ13,65.0,648.62,2.0
2025/08/13 22:30:00,URANQ13,66.0,275.15,2.0
2025/08/13 23:00:00,URANQ13,67.0,276.86,2.0
2025/08/13 23:30:00,URANQ13,68.0,375.56,2.0
2025/08/14 00:00:00,URANQ13,69.0,370.8,2.0
2025/08/14 00:30:00,URANQ13,70.0,240.14,2.0
2025/08/14 01:00:00,URANQ13,71.0,292.25,2.0
2025/08/14 01:30:00,URANQ13,72.0,216.95,2.0
2025/08/14 02:00:00,URANQ13,73.0,207.44,2.0
2025/08/14 02:30:00,URANQ13,74.0,189.37,2.0
2025/08/14 03:00:00,URANQ13,75.0,135.04,2.0
2025/08/14 03:30:00,URANQ13,76.0,174.02,2.0
2025/08/14 04:00:00,URANQ13,77.0,142.06,2.0
2025/08/12 14:00:00,URANQ14,1.0,25.29,2.0
2025/08/12 14:30:00,URANQ14,2.0,18.25,2.0
2025/08/12 15:00:00,URANQ14,3.0,6.59,2.0
2025/08/12 15:30:00,URANQ14,4.0,5.33,1.0
2025/08/12 16:00:00,URANQ14,5.0,53.54,2.0
2025/08/12 16:30:00,URANQ14,6.0,57.93,2.0
2025/08/12 17:00:00,URANQ14,7.0,76.03,2.0
2025/08/12 17:30:00,URANQ14,8.0,22.05,2.0
2025/08/12 18:00:00,URANQ14,9.0,74.12,2.0
2025/08/12 18:30:00,URANQ14,10.0,2.78,2.0
2025/08/12 19:00:00,URANQ14,11.0,78.59,2.0
2025/08/12 19:30:00,URANQ14,12.0,0.91,2.0
2025/08/12 21:00:00,URANQ14,15.0,12.41,2.0
2025/08/12 21:30:00,URANQ14,16.0,65.08,2.0
2025/08/12 22:00:00,URANQ14,17.0,36.4,2.0
2025/08/12 22:30:00,URANQ14,18.0,32.43,2.0
2025/08/12 23:00:00,URANQ14,19.0,36.44,2.0
2025/08/12 23:30:00,URANQ14,20.0,34.1,2.0
2025/08/13 00:00:00,URANQ14,21.0,7.01,2.0
2025/08/13 00:30:00,URANQ14,22.0,63.95,2.0
2025/08/13 01:00:00,URANQ14,23.0,77.44,2.0
2025/08/13 01:30:00,URANQ14,24.0,58.97,2.0
2025/08/13 02:00:00,URANQ14,25.0,43.64,2.0
